,0,1,2,3,4,5,6,7,8,9,10,11
24143,,O,,X,,,,X,,O,0,6
24144,,O,,X,,,O,X,,X,2,4
24145,,O,,X,X,,O,X,,O,0,2
24146,,O,O,X,X,,O,X,,X,2,5
24147,,,,,,,,,,X,2,7
24148,,,,,,,,X,,O,0,0
24149,O,,,,,,,X,,X,2,4
24150,O,,,,X,,,X,,O,0,5
24151,O,,,,X,O,,X,,X,2,8
24152,O,,,,X,O,,X,X,O,0,2
24153,O,,O,,X,O,,X,X,X,2,6
24154,,,,,,,,,,X,2,6
24155,,,,,,,X,,,O,0,7
24156,,,,,,,X,O,,X,2,2
24157,,,X,,,,X,O,,O,0,1
24158,,O,X,,,,X,O,,X,2,0
24159,X,O,X,,,,X,O,,O,0,3
24160,X,O,X,O,,,X,O,,X,2,4
24161,,,,,,,,,,X,2,4
24162,,,,,X,,,,,O,0,6
24163,,,,,X,,O,,,X,2,3
24164,,,,X,X,,O,,,O,0,2
24165,,,O,X,X,,O,,,X,2,0
24166,X,,O,X,X,,O,,,O,0,8
24167,X,,O,X,X,,O,,O,X,2,5
24168,,,,,,,,,,X,2,8
24169,,,,,,,,,X,O,0,7
24170,,,,,,,,O,X,X,2,3
24171,,,,X,,,,O,X,O,0,4
24172,,,,X,O,,,O,X,X,2,6
24173,,,,X,O,,X,O,X,O,0,2
24174,,,O,X,O,,X,O,X,X,2,0
24175,,,,,,,,,,X,2,8
24176,,,,,,,,,X,O,0,5
24177,,,,,,O,,,X,X,2,3
24178,,,,X,,O,,,X,O,0,7
24179,,,,X,,O,,O,X,X,2,0
24180,X,,,X,,O,,O,X,O,0,6
24181,X,,,X,,O,O,O,X,X,2,4
24182,,,,,,,,,,X,2,1
24183,,X,,,,,,,,O,0,3
24184,,X,,O,,,,,,X,2,0
24185,X,X,,O,,,,,,O,0,5
24186,X,X,,O,,O,,,,X,2,6
24187,X,X,,O,,O,X,,,O,0,7
24188,X,X,,O,,O,X,O,,X,2,2
24189,,,,,,,,,,X,2,8
24190,,,,,,,,,X,O,0,3
24191,,,,O,,,,,X,X,2,1
24192,,X,,O,,,,,X,O,0,6
24193,,X,,O,,,O,,X,X,2,5
24194,,X,,O,,X,O,,X,O,0,7
24195,,X,,O,,X,O,O,X,X,2,2
24196,,,,,,,,,,X,0,2
24197,,,X,,,,,,,O,2,4
24198,,,X,,O,,,,,X,0,1
24199,,X,X,,O,,,,,O,2,3
24200,,X,X,O,O,,,,,X,0,7
24201,,X,X,O,O,,,X,,O,2,5
24202,,,,,,,,,,X,2,3
24203,,,,X,,,,,,O,0,4
24204,,,,X,O,,,,,X,2,0
24205,X,,,X,O,,,,,O,0,1
24206,X,O,,X,O,,,,,X,2,8
24207,X,O,,X,O,,,,X,O,0,2
24208,X,O,O,X,O,,,,X,X,2,6
24209,,,,,,,,,,X,2,0
24210,X,,,,,,,,,O,0,2
24211,X,,O,,,,,,,X,2,7
24212,X,,O,,,,,X,,O,0,6
24213,X,,O,,,,O,X,,X,2,4
24214,X,,O,,X,,O,X,,O,0,3
24215,X,,O,O,X,,O,X,,X,2,5
24216,X,,O,O,X,X,O,X,,O,0,1
24217,X,O,O,O,X,X,O,X,,X,2,8
24218,,,,,,,,,,X,0,6
24219,,,,,,,X,,,O,2,1
24220,,O,,,,,X,,,X,0,4
24221,,O,,,X,,X,,,O,2,0
24222,O,O,,,X,,X,,,X,0,5
24223,O,O,,,X,X,X,,,O,2,2
24224,,,,,,,,,,X,1,5
24225,,,,,,X,,,,O,1,8
24226,,,,,,X,,,O,X,1,2
24227,,,X,,,X,,,O,O,1,7
24228,,,X,,,X,,O,O,X,1,3
24229,,,X,X,,X,,O,O,O,1,4
24230,,,X,X,O,X,,O,O,X,1,6
24231,,,X,X,O,X,X,O,O,O,1,0
24232,O,,X,X,O,X,X,O,O,X,1,1
24233,,,,,,,,,,X,0,6
24234,,,,,,,X,,,O,2,5
24235,,,,,,O,X,,,X,0,4
24236,,,,,X,O,X,,,O,2,2
24237,,,O,,X,O,X,,,X,0,7
24238,,,O,,X,O,X,X,,O,2,1
24239,,O,O,,X,O,X,X,,X,0,0
24240,X,O,O,,X,O,X,X,,O,2,8
24241,,,,,,,,,,X,2,4
24242,,,,,X,,,,,O,0,5
24243,,,,,X,O,,,,X,2,6
24244,,,,,X,O,X,,,O,0,8
24245,,,,,X,O,X,,O,X,2,0
24246,X,,,,X,O,X,,O,O,0,7
24247,X,,,,X,O,X,O,O,X,2,2
24248,,,,,,,,,,X,0,1
24249,,X,,,,,,,,O,2,2
24250,,X,O,,,,,,,X,0,4
24251,,X,O,,X,,,,,O,2,0
24252,O,X,O,,X,,,,,X,0,3
24253,O,X,O,X,X,,,,,O,2,8
24254,O,X,O,X,X,,,,O,X,0,6
24255,O,X,O,X,X,,X,,O,O,2,5
24256,,,,,,,,,,X,1,5
24257,,,,,,X,,,,O,1,3
24258,,,,O,,X,,,,X,1,2
24259,,,X,O,,X,,,,O,1,8
24260,,,X,O,,X,,,O,X,1,1
24261,,X,X,O,,X,,,O,O,1,0
24262,O,X,X,O,,X,,,O,X,1,7
24263,O,X,X,O,,X,,X,O,O,1,4
24264,O,X,X,O,O,X,,X,O,X,1,6
24265,,,,,,,,,,X,1,3
24266,,,,X,,,,,,O,1,7
24267,,,,X,,,,O,,X,1,4
24268,,,,X,X,,,O,,O,1,0
24269,O,,,X,X,,,O,,X,1,6
24270,O,,,X,X,,X,O,,O,1,5
24271,O,,,X,X,O,X,O,,X,1,8
24272,O,,,X,X,O,X,O,X,O,1,2
24273,O,,O,X,X,O,X,O,X,X,1,1
24274,,,,,,,,,,X,1,1
24275,,X,,,,,,,,O,1,7
24276,,X,,,,,,O,,X,1,4
24277,,X,,,X,,,O,,O,1,2
24278,,X,O,,X,,,O,,X,1,8
24279,,X,O,,X,,,O,X,O,1,0
24280,O,X,O,,X,,,O,X,X,1,5
24281,O,X,O,,X,X,,O,X,O,1,3
24282,O,X,O,O,X,X,,O,X,X,1,6
24283,,,,,,,,,,X,2,2
24284,,,X,,,,,,,O,0,6
24285,,,X,,,,O,,,X,2,1
24286,,X,X,,,,O,,,O,0,7
24287,,X,X,,,,O,O,,X,2,8
24288,,X,X,,,,O,O,X,O,0,5
24289,,X,X,,,O,O,O,X,X,2,0
24290,,,,,,,,,,X,2,0
24291,X,,,,,,,,,O,0,4
24292,X,,,,O,,,,,X,2,5
24293,X,,,,O,X,,,,O,0,1
24294,X,O,,,O,X,,,,X,2,8
24295,X,O,,,O,X,,,X,O,0,3
24296,X,O,,O,O,X,,,X,X,2,2
24297,,,,,,,,,,X,2,3
24298,,,,X,,,,,,O,0,5
24299,,,,X,,O,,,,X,2,6
24300,,,,X,,O,X,,,O,0,7
24301,,,,X,,O,X,O,,X,2,0
24302,,,,,,,,,,X,0,0
24303,X,,,,,,,,,O,2,7
24304,X,,,,,,,O,,X,0,3
24305,X,,,X,,,,O,,O,2,4
24306,X,,,X,O,,,O,,X,0,8
24307,X,,,X,O,,,O,X,O,2,1
24308,,,,,,,,,,X,2,7
24309,,,,,,,,X,,O,0,3
24310,,,,O,,,,X,,X,2,2
24311,,,X,O,,,,X,,O,0,4
24312,,,X,O,O,,,X,,X,2,0
24313,X,,X,O,O,,,X,,O,0,8
24314,X,,X,O,O,,,X,O,X,2,5
24315,X,,X,O,O,X,,X,O,O,0,6
24316,X,,X,O,O,X,O,X,O,X,2,1
24317,,,,,,,,,,X,1,7
24318,,,,,,,,X,,O,1,6
24319,,,,,,,O,X,,X,1,1
24320,,X,,,,,O,X,,O,1,4
24321,,X,,,O,,O,X,,X,1,5
24322,,X,,,O,X,O,X,,O,1,2
24323,,X,O,,O,X,O,X,,X,1,0
24324,X,X,O,,O,X,O,X,,O,1,3
24325,X,X,O,O,O,X,O,X,,X,1,8
24326,,,,,,,,,,X,2,2
24327,,,X,,,,,,,O,0,7
24328,,,X,,,,,O,,X,2,1
24329,,X,X,,,,,O,,O,0,5
24330,,X,X,,,O,,O,,X,2,6
24331,,X,X,,,O,X,O,,O,0,8
24332,,X,X,,,O,X,O,O,X,2,0
24333,,,,,,,,,,X,2,1
24334,,X,,,,,,,,O,0,5
24335,,X,,,,O,,,,X,2,8
24336,,X,,,,O,,,X,O,0,3
24337,,X,,O,,O,,,X,X,2,6
24338,,X,,O,,O,X,,X,O,0,2
24339,,X,O,O,,O,X,,X,X,2,4
24340,,X,O,O,X,O,X,,X,O,0,0
24341,O,X,O,O,X,O,X,,X,X,2,7
24342,,,,,,,,,,X,2,7
24343,,,,,,,,X,,O,0,6
24344,,,,,,,O,X,,X,2,5
24345,,,,,,X,O,X,,O,0,3
24346,,,,O,,X,O,X,,X,2,4
24347,,,,O,X,X,O,X,,O,0,8
24348,,,,O,X,X,O,X,O,X,2,1
24349,,,,,,,,,,X,2,2
24350,,,X,,,,,,,O,0,6
24351,,,X,,,,O,,,X,2,0
24352,X,,X,,,,O,,,O,0,5
24353,X,,X,,,O,O,,,X,2,4
24354,X,,X,,X,O,O,,,O,0,8
24355,X,,X,,X,O,O,,O,X,2,7
24356,X,,X,,X,O,O,X,O,O,0,3
24357,X,,X,O,X,O,O,X,O,X,2,1
24358,,,,,,,,,,X,2,0
24359,X,,,,,,,,,O,0,7
24360,X,,,,,,,O,,X,2,6
24361,X,,,,,,X,O,,O,0,8
24362,X,,,,,,X,O,O,X,2,2
24363,X,,X,,,,X,O,O,O,0,1
24364,X,O,X,,,,X,O,O,X,2,5
24365,X,O,X,,,X,X,O,O,O,0,3
24366,X,O,X,O,,X,X,O,O,X,2,4
24367,,,,,,,,,,X,2,6
24368,,,,,,,X,,,O,0,1
24369,,O,,,,,X,,,X,2,4
24370,,O,,,X,,X,,,O,0,8
24371,,O,,,X,,X,,O,X,2,5
24372,,O,,,X,X,X,,O,O,0,3
24373,,O,,O,X,X,X,,O,X,2,7
24374,,O,,O,X,X,X,X,O,O,0,0
24375,O,O,,O,X,X,X,X,O,X,2,2
24376,,,,,,,,,,X,0,0
24377,X,,,,,,,,,O,2,1
24378,X,O,,,,,,,,X,0,5
24379,X,O,,,,X,,,,O,2,7
24380,X,O,,,,X,,O,,X,0,8
24381,X,O,,,,X,,O,X,O,2,4
24382,,,,,,,,,,X,0,2
24383,,,X,,,,,,,O,2,5
24384,,,X,,,O,,,,X,0,6
24385,,,X,,,O,X,,,O,2,3
24386,,,X,O,,O,X,,,X,0,8
24387,,,X,O,,O,X,,X,O,2,4
24388,,,,,,,,,,X,1,7
24389,,,,,,,,X,,O,1,8
24390,,,,,,,,X,O,X,1,1
24391,,X,,,,,,X,O,O,1,6
24392,,X,,,,,O,X,O,X,1,5
24393,,X,,,,X,O,X,O,O,1,4
24394,,X,,,O,X,O,X,O,X,1,3
24395,,X,,X,O,X,O,X,O,O,1,2
24396,,X,O,X,O,X,O,X,O,X,1,0
24397,,,,,,,,,,X,2,5
24398,,,,,,X,,,,O,0,7
24399,,,,,,X,,O,,X,2,2
24400,,,X,,,X,,O,,O,0,6
24401,,,X,,,X,O,O,,X,2,3
24402,,,X,X,,X,O,O,,O,0,1
24403,,O,X,X,,X,O,O,,X,2,8
24404,,,,,,,,,,X,2,0
24405,X,,,,,,,,,O,0,3
24406,X,,,O,,,,,,X,2,4
24407,X,,,O,X,,,,,O,0,7
24408,X,,,O,X,,,O,,X,2,8
24409,,,,,,,,,,X,2,4
24410,,,,,X,,,,,O,0,2
24411,,,O,,X,,,,,X,2,3
24412,,,O,X,X,,,,,O,0,5
24413,,,O,X,X,O,,,,X,2,0
24414,X,,O,X,X,O,,,,O,0,1
24415,X,O,O,X,X,O,,,,X,2,6
24416,,,,,,,,,,X,0,2
24417,,,X,,,,,,,O,2,7
24418,,,X,,,,,O,,X,0,4
24419,,,X,,X,,,O,,O,2,0
24420,O,,X,,X,,,O,,X,0,3
24421,O,,X,X,X,,,O,,O,2,8
24422,O,,X,X,X,,,O,O,X,0,1
24423,O,X,X,X,X,,,O,O,O,2,6
24424,,,,,,,,,,X,2,5
24425,,,,,,X,,,,O,0,1
24426,,O,,,,X,,,,X,2,3
24427,,O,,X,,X,,,,O,0,0
24428,O,O,,X,,X,,,,X,2,6
24429,O,O,,X,,X,X,,,O,0,7
24430,O,O,,X,,X,X,O,,X,2,4
24431,,,,,,,,,,X,2,0
24432,X,,,,,,,,,O,0,4
24433,X,,,,O,,,,,X,2,2
24434,X,,X,,O,,,,,O,0,6
24435,X,,X,,O,,O,,,X,2,5
24436,X,,X,,O,X,O,,,O,0,7
24437,X,,X,,O,X,O,O,,X,2,8
24438,,,,,,,,,,X,2,0
24439,X,,,,,,,,,O,0,8
24440,X,,,,,,,,O,X,2,5
24441,X,,,,,X,,,O,O,0,7
24442,X,,,,,X,,O,O,X,2,4
24443,X,,,,X,X,,O,O,O,0,2
24444,X,,O,,X,X,,O,O,X,2,6
24445,X,,O,,X,X,X,O,O,O,0,1
24446,X,O,O,,X,X,X,O,O,X,2,3
24447,,,,,,,,,,X,1,5
24448,,,,,,X,,,,O,1,4
24449,,,,,O,X,,,,X,1,7
24450,,,,,O,X,,X,,O,1,3
24451,,,,O,O,X,,X,,X,1,0
24452,X,,,O,O,X,,X,,O,1,1
24453,X,O,,O,O,X,,X,,X,1,2
24454,X,O,X,O,O,X,,X,,O,1,8
24455,X,O,X,O,O,X,,X,O,X,1,6
24456,,,,,,,,,,X,2,1
24457,,X,,,,,,,,O,0,7
24458,,X,,,,,,O,,X,2,2
24459,,X,X,,,,,O,,O,0,3
24460,,X,X,O,,,,O,,X,2,6
24461,,X,X,O,,,X,O,,O,0,0
24462,O,X,X,O,,,X,O,,X,2,4
24463,,,,,,,,,,X,0,8
24464,,,,,,,,,X,O,2,1
24465,,O,,,,,,,X,X,0,6
24466,,O,,,,,X,,X,O,2,0
24467,O,O,,,,,X,,X,X,0,5
24468,O,O,,,,X,X,,X,O,2,2
24469,,,,,,,,,,X,2,2
24470,,,X,,,,,,,O,0,7
24471,,,X,,,,,O,,X,2,1
24472,,X,X,,,,,O,,O,0,8
24473,,X,X,,,,,O,O,X,2,3
24474,,X,X,X,,,,O,O,O,0,5
24475,,X,X,X,,O,,O,O,X,2,6
24476,,X,X,X,,O,X,O,O,O,0,0
24477,O,X,X,X,,O,X,O,O,X,2,4
24478,,,,,,,,,,X,1,7
24479,,,,,,,,X,,O,1,8
24480,,,,,,,,X,O,X,1,1
24481,,X,,,,,,X,O,O,1,4
24482,,X,,,O,,,X,O,X,1,6
24483,,X,,,O,,X,X,O,O,1,0
24484,O,X,,,O,,X,X,O,X,1,2
24485,O,X,X,,O,,X,X,O,O,1,5
24486,O,X,X,,O,O,X,X,O,X,1,3
24487,,,,,,,,,,X,0,6
24488,,,,,,,X,,,O,2,3
24489,,,,O,,,X,,,X,0,7
24490,,,,O,,,X,X,,O,2,5
24491,,,,O,,O,X,X,,X,0,0
24492,X,,,O,,O,X,X,,O,2,4
24493,,,,,,,,,,X,2,6
24494,,,,,,,X,,,O,0,4
24495,,,,,O,,X,,,X,2,8
24496,,,,,O,,X,,X,O,0,0
24497,O,,,,O,,X,,X,X,2,2
24498,O,,X,,O,,X,,X,O,0,5
24499,O,,X,,O,O,X,,X,X,2,7
24500,,,,,,,,,,X,2,0
24501,X,,,,,,,,,O,0,8
24502,X,,,,,,,,O,X,2,1
24503,X,X,,,,,,,O,O,0,4
24504,X,X,,,O,,,,O,X,2,6
24505,X,X,,,O,,X,,O,O,0,7
24506,X,X,,,O,,X,O,O,X,2,5
24507,X,X,,,O,X,X,O,O,O,0,3
24508,X,X,,O,O,X,X,O,O,X,2,2
24509,,,,,,,,,,X,1,7
24510,,,,,,,,X,,O,1,1
24511,,O,,,,,,X,,X,1,3
24512,,O,,X,,,,X,,O,1,4
24513,,O,,X,O,,,X,,X,1,0
24514,X,O,,X,O,,,X,,O,1,5
24515,X,O,,X,O,O,,X,,X,1,8
24516,X,O,,X,O,O,,X,X,O,1,6
24517,X,O,,X,O,O,O,X,X,X,1,2
24518,,,,,,,,,,X,2,1
24519,,X,,,,,,,,O,0,4
24520,,X,,,O,,,,,X,2,8
24521,,X,,,O,,,,X,O,0,6
24522,,X,,,O,,O,,X,X,2,0
24523,X,X,,,O,,O,,X,O,0,3
24524,X,X,,O,O,,O,,X,X,2,2
24525,,,,,,,,,,X,0,3
24526,,,,X,,,,,,O,2,0
24527,O,,,X,,,,,,X,0,6
24528,O,,,X,,,X,,,O,2,4
24529,O,,,X,O,,X,,,X,0,2
24530,O,,X,X,O,,X,,,O,2,1
24531,O,O,X,X,O,,X,,,X,0,5
24532,O,O,X,X,O,X,X,,,O,2,7
24533,,,,,,,,,,X,0,4
24534,,,,,X,,,,,O,2,8
24535,,,,,X,,,,O,X,0,7
24536,,,,,X,,,X,O,O,2,6
24537,,,,,X,,O,X,O,X,0,2
24538,,,X,,X,,O,X,O,O,2,3
24539,,,X,O,X,,O,X,O,X,0,5
24540,,,X,O,X,X,O,X,O,O,2,0
24541,,,,,,,,,,X,1,0
24542,X,,,,,,,,,O,1,6
24543,X,,,,,,O,,,X,1,1
24544,X,X,,,,,O,,,O,1,2
24545,X,X,O,,,,O,,,X,1,8
24546,X,X,O,,,,O,,X,O,1,4
24547,X,X,O,,O,,O,,X,X,1,7
24548,X,X,O,,O,,O,X,X,O,1,3
24549,X,X,O,O,O,,O,X,X,X,1,5
24550,,,,,,,,,,X,0,7
24551,,,,,,,,X,,O,2,6
24552,,,,,,,O,X,,X,0,8
24553,,,,,,,O,X,X,O,2,0
24554,O,,,,,,O,X,X,X,0,2
24555,O,,X,,,,O,X,X,O,2,4
24556,O,,X,,O,,O,X,X,X,0,1
24557,O,X,X,,O,,O,X,X,O,2,3
24558,,,,,,,,,,X,2,3
24559,,,,X,,,,,,O,0,4
24560,,,,X,O,,,,,X,2,6
24561,,,,X,O,,X,,,O,0,1
24562,,O,,X,O,,X,,,X,2,5
24563,,O,,X,O,X,X,,,O,0,8
24564,,O,,X,O,X,X,,O,X,2,0
24565,,,,,,,,,,X,2,2
24566,,,X,,,,,,,O,0,6
24567,,,X,,,,O,,,X,2,1
24568,,X,X,,,,O,,,O,0,4
24569,,X,X,,O,,O,,,X,2,7
24570,,X,X,,O,,O,X,,O,0,3
24571,,X,X,O,O,,O,X,,X,2,0
24572,,,,,,,,,,X,2,8
24573,,,,,,,,,X,O,0,0
24574,O,,,,,,,,X,X,2,3
24575,O,,,X,,,,,X,O,0,1
24576,O,O,,X,,,,,X,X,2,4
24577,O,O,,X,X,,,,X,O,0,7
24578,O,O,,X,X,,,O,X,X,2,5
24579,,,,,,,,,,X,2,7
24580,,,,,,,,X,,O,0,2
24581,,,O,,,,,X,,X,2,1
24582,,X,O,,,,,X,,O,0,0
24583,O,X,O,,,,,X,,X,2,6
24584,O,X,O,,,,X,X,,O,0,3
24585,O,X,O,O,,,X,X,,X,2,4
24586,,,,,,,,,,X,2,2
24587,,,X,,,,,,,O,0,5
24588,,,X,,,O,,,,X,2,4
24589,,,X,,X,O,,,,O,0,8
24590,,,X,,X,O,,,O,X,2,7
24591,,,X,,X,O,,X,O,O,0,6
24592,,,X,,X,O,O,X,O,X,2,1
24593,,,,,,,,,,X,0,0
24594,X,,,,,,,,,O,2,8
24595,X,,,,,,,,O,X,0,5
24596,X,,,,,X,,,O,O,2,6
24597,X,,,,,X,O,,O,X,0,1
24598,X,X,,,,X,O,,O,O,2,7
24599,,,,,,,,,,X,2,2
24600,,,X,,,,,,,O,0,6
24601,,,X,,,,O,,,X,2,8
24602,,,X,,,,O,,X,O,0,1
24603,,O,X,,,,O,,X,X,2,7
24604,,O,X,,,,O,X,X,O,0,4
24605,,O,X,,O,,O,X,X,X,2,3
24606,,O,X,X,O,,O,X,X,O,0,0
24607,O,O,X,X,O,,O,X,X,X,2,5
24608,,,,,,,,,,X,2,8
24609,,,,,,,,,X,O,0,4
24610,,,,,O,,,,X,X,2,7
24611,,,,,O,,,X,X,O,0,2
24612,,,O,,O,,,X,X,X,2,6
24613,,,,,,,,,,X,0,1
24614,,X,,,,,,,,O,2,7
24615,,X,,,,,,O,,X,0,3
24616,,X,,X,,,,O,,O,2,5
24617,,X,,X,,O,,O,,X,0,4
24618,,X,,X,X,O,,O,,O,2,8
24619,,X,,X,X,O,,O,O,X,0,6
24620,,X,,X,X,O,X,O,O,O,2,2
24621,,,,,,,,,,X,2,8
24622,,,,,,,,,X,O,0,4
24623,,,,,O,,,,X,X,2,6
24624,,,,,O,,X,,X,O,0,3
24625,,,,O,O,,X,,X,X,2,5
24626,,,,O,O,X,X,,X,O,0,2
24627,,,O,O,O,X,X,,X,X,2,7
24628,,,,,,,,,,X,2,5
24629,,,,,,X,,,,O,0,7
24630,,,,,,X,,O,,X,2,8
24631,,,,,,X,,O,X,O,0,0
24632,O,,,,,X,,O,X,X,2,3
24633,O,,,X,,X,,O,X,O,0,4
24634,O,,,X,O,X,,O,X,X,2,1
24635,O,X,,X,O,X,,O,X,O,0,6
24636,O,X,,X,O,X,O,O,X,X,2,2
24637,,,,,,,,,,X,0,1
24638,,X,,,,,,,,O,2,6
24639,,X,,,,,O,,,X,0,7
24640,,X,,,,,O,X,,O,2,5
24641,,X,,,,O,O,X,,X,0,2
24642,,X,X,,,O,O,X,,O,2,4
24643,,X,X,,O,O,O,X,,X,0,8
24644,,X,X,,O,O,O,X,X,O,2,3
24645,,,,,,,,,,X,1,1
24646,,X,,,,,,,,O,1,6
24647,,X,,,,,O,,,X,1,8
24648,,X,,,,,O,,X,O,1,7
24649,,X,,,,,O,O,X,X,1,3
24650,,X,,X,,,O,O,X,O,1,4
24651,,X,,X,O,,O,O,X,X,1,0
24652,X,X,,X,O,,O,O,X,O,1,2
24653,X,X,O,X,O,,O,O,X,X,1,5
24654,,,,,,,,,,X,2,1
24655,,X,,,,,,,,O,0,0
24656,O,X,,,,,,,,X,2,2
24657,O,X,X,,,,,,,O,0,7
24658,O,X,X,,,,,O,,X,2,4
24659,O,X,X,,X,,,O,,O,0,8
24660,O,X,X,,X,,,O,O,X,2,6
24661,,,,,,,,,,X,1,3
24662,,,,X,,,,,,O,1,2
24663,,,O,X,,,,,,X,1,7
24664,,,O,X,,,,X,,O,1,6
24665,,,O,X,,,O,X,,X,1,1
24666,,X,O,X,,,O,X,,O,1,8
24667,,X,O,X,,,O,X,O,X,1,0
24668,X,X,O,X,,,O,X,O,O,1,4
24669,X,X,O,X,O,,O,X,O,X,1,5
24670,,,,,,,,,,X,2,1
24671,,X,,,,,,,,O,0,7
24672,,X,,,,,,O,,X,2,4
24673,,X,,,X,,,O,,O,0,5
24674,,X,,,X,O,,O,,X,2,8
24675,,X,,,X,O,,O,X,O,0,6
24676,,X,,,X,O,O,O,X,X,2,3
24677,,X,,X,X,O,O,O,X,O,0,2
24678,,X,O,X,X,O,O,O,X,X,2,0
24679,,,,,,,,,,X,2,1
24680,,X,,,,,,,,O,0,7
24681,,X,,,,,,O,,X,2,0
24682,X,X,,,,,,O,,O,0,4
24683,X,X,,,O,,,O,,X,2,5
24684,X,X,,,O,X,,O,,O,0,6
24685,X,X,,,O,X,O,O,,X,2,2
24686,,,,,,,,,,X,2,3
24687,,,,X,,,,,,O,0,0
24688,O,,,X,,,,,,X,2,6
24689,O,,,X,,,X,,,O,0,8
24690,O,,,X,,,X,,O,X,2,2
24691,O,,X,X,,,X,,O,O,0,7
24692,O,,X,X,,,X,O,O,X,2,5
24693,O,,X,X,,X,X,O,O,O,0,1
24694,O,O,X,X,,X,X,O,O,X,2,4
24695,,,,,,,,,,X,0,8
24696,,,,,,,,,X,O,2,1
24697,,O,,,,,,,X,X,0,3
24698,,O,,X,,,,,X,O,2,7
24699,,O,,X,,,,O,X,X,0,6
24700,,O,,X,,,X,O,X,O,2,0
24701,O,O,,X,,,X,O,X,X,0,5
24702,O,O,,X,,X,X,O,X,O,2,4
24703,,,,,,,,,,X,2,4
24704,,,,,X,,,,,O,0,6
24705,,,,,X,,O,,,X,2,0
24706,X,,,,X,,O,,,O,0,5
24707,X,,,,X,O,O,,,X,2,7
24708,X,,,,X,O,O,X,,O,0,8
24709,X,,,,X,O,O,X,O,X,2,2
24710,X,,X,,X,O,O,X,O,O,0,3
24711,X,,X,O,X,O,O,X,O,X,2,1
24712,,,,,,,,,,X,2,3
24713,,,,X,,,,,,O,0,0
24714,O,,,X,,,,,,X,2,4
24715,O,,,X,X,,,,,O,0,8
24716,O,,,X,X,,,,O,X,2,7
24717,O,,,X,X,,,X,O,O,0,1
24718,O,O,,X,X,,,X,O,X,2,5
24719,,,,,,,,,,X,0,2
24720,,,X,,,,,,,O,2,7
24721,,,X,,,,,O,,X,0,3
24722,,,X,X,,,,O,,O,2,6
24723,,,X,X,,,O,O,,X,0,5
24724,,,X,X,,X,O,O,,O,2,8
24725,,,,,,,,,,X,2,8
24726,,,,,,,,,X,O,0,5
24727,,,,,,O,,,X,X,2,7
24728,,,,,,O,,X,X,O,0,3
24729,,,,O,,O,,X,X,X,2,4
24730,,,,O,X,O,,X,X,O,0,1
24731,,O,,O,X,O,,X,X,X,2,2
24732,,O,X,O,X,O,,X,X,O,0,0
24733,O,O,X,O,X,O,,X,X,X,2,6
24734,,,,,,,,,,X,0,5
24735,,,,,,X,,,,O,2,0
24736,O,,,,,X,,,,X,0,7
24737,O,,,,,X,,X,,O,2,3
24738,O,,,O,,X,,X,,X,0,2
24739,O,,X,O,,X,,X,,O,2,1
24740,O,O,X,O,,X,,X,,X,0,4
24741,O,O,X,O,X,X,,X,,O,2,6
24742,,,,,,,,,,X,1,3
24743,,,,X,,,,,,O,1,7
24744,,,,X,,,,O,,X,1,5
24745,,,,X,,X,,O,,O,1,0
24746,O,,,X,,X,,O,,X,1,1
24747,O,X,,X,,X,,O,,O,1,2
24748,O,X,O,X,,X,,O,,X,1,8
24749,O,X,O,X,,X,,O,X,O,1,4
24750,O,X,O,X,O,X,,O,X,X,1,6
24751,,,,,,,,,,X,1,0
24752,X,,,,,,,,,O,1,2
24753,X,,O,,,,,,,X,1,1
24754,X,X,O,,,,,,,O,1,3
24755,X,X,O,O,,,,,,X,1,5
24756,X,X,O,O,,X,,,,O,1,7
24757,X,X,O,O,,X,,O,,X,1,6
24758,X,X,O,O,,X,X,O,,O,1,8
24759,X,X,O,O,,X,X,O,O,X,1,4
24760,,,,,,,,,,X,2,5
24761,,,,,,X,,,,O,0,7
24762,,,,,,X,,O,,X,2,1
24763,,X,,,,X,,O,,O,0,4
24764,,X,,,O,X,,O,,X,2,6
24765,,X,,,O,X,X,O,,O,0,3
24766,,X,,O,O,X,X,O,,X,2,0
24767,X,X,,O,O,X,X,O,,O,0,8
24768,X,X,,O,O,X,X,O,O,X,2,2
24769,,,,,,,,,,X,2,6
24770,,,,,,,X,,,O,0,2
24771,,,O,,,,X,,,X,2,7
24772,,,O,,,,X,X,,O,0,4
24773,,,O,,O,,X,X,,X,2,8
24774,,,,,,,,,,X,1,2
24775,,,X,,,,,,,O,1,0
24776,O,,X,,,,,,,X,1,3
24777,O,,X,X,,,,,,O,1,7
24778,O,,X,X,,,,O,,X,1,8
24779,O,,X,X,,,,O,X,O,1,5
24780,O,,X,X,,O,,O,X,X,1,1
24781,O,X,X,X,,O,,O,X,O,1,6
24782,O,X,X,X,,O,O,O,X,X,1,4
24783,,,,,,,,,,X,1,8
24784,,,,,,,,,X,O,1,3
24785,,,,O,,,,,X,X,1,1
24786,,X,,O,,,,,X,O,1,4
24787,,X,,O,O,,,,X,X,1,0
24788,X,X,,O,O,,,,X,O,1,2
24789,X,X,O,O,O,,,,X,X,1,5
24790,X,X,O,O,O,X,,,X,O,1,7
24791,X,X,O,O,O,X,,O,X,X,1,6
24792,,,,,,,,,,X,2,5
24793,,,,,,X,,,,O,0,4
24794,,,,,O,X,,,,X,2,1
