,0,1,2,3,4,5,6,7,8,9,10,11
58072,O,X,X,,,O,O,X,,X,2,3
58073,O,X,X,X,,O,O,X,,O,0,8
58074,O,X,X,X,,O,O,X,O,X,2,4
58075,,,,,,,,,,X,1,7
58076,,,,,,,,X,,O,1,0
58077,O,,,,,,,X,,X,1,2
58078,O,,X,,,,,X,,O,1,3
58079,O,,X,O,,,,X,,X,1,6
58080,O,,X,O,,,X,X,,O,1,4
58081,O,,X,O,O,,X,X,,X,1,5
58082,O,,X,O,O,X,X,X,,O,1,8
58083,O,,X,O,O,X,X,X,O,X,1,1
58084,,,,,,,,,,X,0,8
58085,,,,,,,,,X,O,2,7
58086,,,,,,,,O,X,X,0,0
58087,X,,,,,,,O,X,O,2,4
58088,X,,,,O,,,O,X,X,0,2
58089,X,,X,,O,,,O,X,O,2,3
58090,X,,X,O,O,,,O,X,X,0,6
58091,X,,X,O,O,,X,O,X,O,2,5
58092,,,,,,,,,,X,2,1
58093,,X,,,,,,,,O,0,7
58094,,X,,,,,,O,,X,2,2
58095,,X,X,,,,,O,,O,0,5
58096,,X,X,,,O,,O,,X,2,0
58097,,,,,,,,,,X,2,4
58098,,,,,X,,,,,O,0,5
58099,,,,,X,O,,,,X,2,3
58100,,,,X,X,O,,,,O,0,6
58101,,,,X,X,O,O,,,X,2,1
58102,,X,,X,X,O,O,,,O,0,8
58103,,X,,X,X,O,O,,O,X,2,2
58104,,X,X,X,X,O,O,,O,O,0,0
58105,O,X,X,X,X,O,O,,O,X,2,7
58106,,,,,,,,,,X,1,2
58107,,,X,,,,,,,O,1,0
58108,O,,X,,,,,,,X,1,8
58109,O,,X,,,,,,X,O,1,6
58110,O,,X,,,,O,,X,X,1,3
58111,O,,X,X,,,O,,X,O,1,5
58112,O,,X,X,,O,O,,X,X,1,7
58113,O,,X,X,,O,O,X,X,O,1,4
58114,O,,X,X,O,O,O,X,X,X,1,1
58115,,,,,,,,,,X,1,8
58116,,,,,,,,,X,O,1,2
58117,,,O,,,,,,X,X,1,3
58118,,,O,X,,,,,X,O,1,4
58119,,,O,X,O,,,,X,X,1,7
58120,,,O,X,O,,,X,X,O,1,6
58121,,,O,X,O,,O,X,X,X,1,0
58122,X,,O,X,O,,O,X,X,O,1,5
58123,X,,O,X,O,O,O,X,X,X,1,1
58124,,,,,,,,,,X,0,3
58125,,,,X,,,,,,O,2,2
58126,,,O,X,,,,,,X,0,0
58127,X,,O,X,,,,,,O,2,8
58128,X,,O,X,,,,,O,X,0,4
58129,X,,O,X,X,,,,O,O,2,5
58130,,,,,,,,,,X,1,1
58131,,X,,,,,,,,O,1,6
58132,,X,,,,,O,,,X,1,8
58133,,X,,,,,O,,X,O,1,7
58134,,X,,,,,O,O,X,X,1,4
58135,,X,,,X,,O,O,X,O,1,5
58136,,X,,,X,O,O,O,X,X,1,2
58137,,X,X,,X,O,O,O,X,O,1,0
58138,O,X,X,,X,O,O,O,X,X,1,3
58139,,,,,,,,,,X,0,7
58140,,,,,,,,X,,O,2,3
58141,,,,O,,,,X,,X,0,1
58142,,X,,O,,,,X,,O,2,4
58143,,X,,O,O,,,X,,X,0,0
58144,X,X,,O,O,,,X,,O,2,2
58145,X,X,O,O,O,,,X,,X,0,6
58146,X,X,O,O,O,,X,X,,O,2,5
58147,,,,,,,,,,X,1,3
58148,,,,X,,,,,,O,1,6
58149,,,,X,,,O,,,X,1,8
58150,,,,X,,,O,,X,O,1,2
58151,,,O,X,,,O,,X,X,1,5
58152,,,O,X,,X,O,,X,O,1,1
58153,,O,O,X,,X,O,,X,X,1,7
58154,,O,O,X,,X,O,X,X,O,1,4
58155,,O,O,X,O,X,O,X,X,X,1,0
58156,,,,,,,,,,X,2,3
58157,,,,X,,,,,,O,0,5
58158,,,,X,,O,,,,X,2,4
58159,,,,X,X,O,,,,O,0,2
58160,,,O,X,X,O,,,,X,2,1
58161,,X,O,X,X,O,,,,O,0,6
58162,,X,O,X,X,O,O,,,X,2,0
58163,X,X,O,X,X,O,O,,,O,0,7
58164,X,X,O,X,X,O,O,O,,X,2,8
58165,,,,,,,,,,X,2,2
58166,,,X,,,,,,,O,0,7
58167,,,X,,,,,O,,X,2,3
58168,,,X,X,,,,O,,O,0,1
58169,,O,X,X,,,,O,,X,2,4
58170,,O,X,X,X,,,O,,O,0,0
58171,O,O,X,X,X,,,O,,X,2,8
58172,O,O,X,X,X,,,O,X,O,0,6
58173,O,O,X,X,X,,O,O,X,X,2,5
58174,,,,,,,,,,X,2,0
58175,X,,,,,,,,,O,0,3
58176,X,,,O,,,,,,X,2,6
58177,X,,,O,,,X,,,O,0,7
58178,X,,,O,,,X,O,,X,2,8
58179,X,,,O,,,X,O,X,O,0,2
58180,X,,O,O,,,X,O,X,X,2,4
58181,,,,,,,,,,X,0,7
58182,,,,,,,,X,,O,2,0
58183,O,,,,,,,X,,X,0,3
58184,O,,,X,,,,X,,O,2,5
58185,O,,,X,,O,,X,,X,0,6
58186,O,,,X,,O,X,X,,O,2,1
58187,O,O,,X,,O,X,X,,X,0,4
58188,O,O,,X,X,O,X,X,,O,2,2
58189,,,,,,,,,,X,1,6
58190,,,,,,,X,,,O,1,3
58191,,,,O,,,X,,,X,1,1
58192,,X,,O,,,X,,,O,1,7
58193,,X,,O,,,X,O,,X,1,0
58194,X,X,,O,,,X,O,,O,1,2
58195,X,X,O,O,,,X,O,,X,1,4
58196,X,X,O,O,X,,X,O,,O,1,8
58197,X,X,O,O,X,,X,O,O,X,1,5
58198,,,,,,,,,,X,1,7
58199,,,,,,,,X,,O,1,0
58200,O,,,,,,,X,,X,1,3
58201,O,,,X,,,,X,,O,1,1
58202,O,O,,X,,,,X,,X,1,5
58203,O,O,,X,,X,,X,,O,1,4
58204,O,O,,X,O,X,,X,,X,1,6
58205,O,O,,X,O,X,X,X,,O,1,8
58206,O,O,,X,O,X,X,X,O,X,1,2
58207,,,,,,,,,,X,0,6
58208,,,,,,,X,,,O,2,8
58209,,,,,,,X,,O,X,0,1
58210,,X,,,,,X,,O,O,2,5
58211,,X,,,,O,X,,O,X,0,7
58212,,X,,,,O,X,X,O,O,2,0
58213,O,X,,,,O,X,X,O,X,0,3
58214,O,X,,X,,O,X,X,O,O,2,2
58215,,,,,,,,,,X,2,0
58216,X,,,,,,,,,O,0,2
58217,X,,O,,,,,,,X,2,4
58218,X,,O,,X,,,,,O,0,1
58219,X,O,O,,X,,,,,X,2,8
58220,,,,,,,,,,X,2,2
58221,,,X,,,,,,,O,0,1
58222,,O,X,,,,,,,X,2,8
58223,,O,X,,,,,,X,O,0,7
58224,,O,X,,,,,O,X,X,2,5
58225,,,,,,,,,,X,0,1
58226,,X,,,,,,,,O,2,4
58227,,X,,,O,,,,,X,0,3
58228,,X,,X,O,,,,,O,2,6
58229,,X,,X,O,,O,,,X,0,5
58230,,X,,X,O,X,O,,,O,2,7
58231,,X,,X,O,X,O,O,,X,0,2
58232,,X,X,X,O,X,O,O,,O,2,8
58233,,,,,,,,,,X,2,4
58234,,,,,X,,,,,O,0,1
58235,,O,,,X,,,,,X,2,7
58236,,O,,,X,,,X,,O,0,2
58237,,O,O,,X,,,X,,X,2,0
58238,X,O,O,,X,,,X,,O,0,8
58239,X,O,O,,X,,,X,O,X,2,3
58240,X,O,O,X,X,,,X,O,O,0,6
58241,X,O,O,X,X,,O,X,O,X,2,5
58242,,,,,,,,,,X,0,2
58243,,,X,,,,,,,O,2,6
58244,,,X,,,,O,,,X,0,7
58245,,,X,,,,O,X,,O,2,3
58246,,,X,O,,,O,X,,X,0,4
58247,,,X,O,X,,O,X,,O,2,0
58248,,,,,,,,,,X,1,0
58249,X,,,,,,,,,O,1,4
58250,X,,,,O,,,,,X,1,7
58251,X,,,,O,,,X,,O,1,2
58252,X,,O,,O,,,X,,X,1,5
58253,X,,O,,O,X,,X,,O,1,6
58254,X,,O,,O,X,O,X,,X,1,1
58255,X,X,O,,O,X,O,X,,O,1,3
58256,X,X,O,O,O,X,O,X,,X,1,8
58257,,,,,,,,,,X,2,1
58258,,X,,,,,,,,O,0,0
58259,O,X,,,,,,,,X,2,6
58260,O,X,,,,,X,,,O,0,3
58261,O,X,,O,,,X,,,X,2,4
58262,O,X,,O,X,,X,,,O,0,5
58263,O,X,,O,X,O,X,,,X,2,2
58264,,,,,,,,,,X,0,8
58265,,,,,,,,,X,O,2,1
58266,,O,,,,,,,X,X,0,5
58267,,O,,,,X,,,X,O,2,4
58268,,O,,,O,X,,,X,X,0,0
58269,X,O,,,O,X,,,X,O,2,7
58270,,,,,,,,,,X,2,2
58271,,,X,,,,,,,O,0,6
58272,,,X,,,,O,,,X,2,7
58273,,,X,,,,O,X,,O,0,4
58274,,,X,,O,,O,X,,X,2,3
58275,,,X,X,O,,O,X,,O,0,5
58276,,,X,X,O,O,O,X,,X,2,0
58277,X,,X,X,O,O,O,X,,O,0,8
58278,X,,X,X,O,O,O,X,O,X,2,1
58279,,,,,,,,,,X,2,0
58280,X,,,,,,,,,O,0,8
58281,X,,,,,,,,O,X,2,2
58282,X,,X,,,,,,O,O,0,4
58283,X,,X,,O,,,,O,X,2,1
58284,,,,,,,,,,X,2,8
58285,,,,,,,,,X,O,0,4
58286,,,,,O,,,,X,X,2,2
58287,,,X,,O,,,,X,O,0,0
58288,O,,X,,O,,,,X,X,2,5
58289,,,,,,,,,,X,1,1
58290,,X,,,,,,,,O,1,7
58291,,X,,,,,,O,,X,1,2
58292,,X,X,,,,,O,,O,1,0
58293,O,X,X,,,,,O,,X,1,3
58294,O,X,X,X,,,,O,,O,1,8
58295,O,X,X,X,,,,O,O,X,1,6
58296,O,X,X,X,,,X,O,O,O,1,4
58297,O,X,X,X,O,,X,O,O,X,1,5
58298,,,,,,,,,,X,1,7
58299,,,,,,,,X,,O,1,3
58300,,,,O,,,,X,,X,1,5
58301,,,,O,,X,,X,,O,1,6
58302,,,,O,,X,O,X,,X,1,0
58303,X,,,O,,X,O,X,,O,1,4
58304,X,,,O,O,X,O,X,,X,1,1
58305,X,X,,O,O,X,O,X,,O,1,2
58306,X,X,O,O,O,X,O,X,,X,1,8
58307,,,,,,,,,,X,2,2
58308,,,X,,,,,,,O,0,8
58309,,,X,,,,,,O,X,2,4
58310,,,X,,X,,,,O,O,0,3
58311,,,X,O,X,,,,O,X,2,1
58312,,X,X,O,X,,,,O,O,0,5
58313,,X,X,O,X,O,,,O,X,2,7
58314,,,,,,,,,,X,2,8
58315,,,,,,,,,X,O,0,5
58316,,,,,,O,,,X,X,2,6
58317,,,,,,O,X,,X,O,0,2
58318,,,O,,,O,X,,X,X,2,3
58319,,,O,X,,O,X,,X,O,0,4
58320,,,O,X,O,O,X,,X,X,2,0
58321,,,,,,,,,,X,0,7
58322,,,,,,,,X,,O,2,8
58323,,,,,,,,X,O,X,0,6
58324,,,,,,,X,X,O,O,2,2
58325,,,O,,,,X,X,O,X,0,5
58326,,,O,,,X,X,X,O,O,2,1
58327,,O,O,,,X,X,X,O,X,0,3
58328,,O,O,X,,X,X,X,O,O,2,0
58329,,,,,,,,,,X,2,7
58330,,,,,,,,X,,O,0,8
58331,,,,,,,,X,O,X,2,1
58332,,X,,,,,,X,O,O,0,3
58333,,X,,O,,,,X,O,X,2,4
58334,,,,,,,,,,X,2,8
58335,,,,,,,,,X,O,0,1
58336,,O,,,,,,,X,X,2,4
58337,,O,,,X,,,,X,O,0,7
58338,,O,,,X,,,O,X,X,2,6
58339,,O,,,X,,X,O,X,O,0,0
58340,O,O,,,X,,X,O,X,X,2,5
58341,O,O,,,X,X,X,O,X,O,0,3
58342,O,O,,O,X,X,X,O,X,X,2,2
58343,,,,,,,,,,X,2,6
58344,,,,,,,X,,,O,0,4
58345,,,,,O,,X,,,X,2,8
58346,,,,,O,,X,,X,O,0,5
58347,,,,,O,O,X,,X,X,2,3
58348,,,,X,O,O,X,,X,O,0,2
58349,,,O,X,O,O,X,,X,X,2,0
58350,,,,,,,,,,X,2,1
58351,,X,,,,,,,,O,0,8
58352,,X,,,,,,,O,X,2,0
58353,X,X,,,,,,,O,O,0,4
58354,X,X,,,O,,,,O,X,2,2
58355,,,,,,,,,,X,2,1
58356,,X,,,,,,,,O,0,3
58357,,X,,O,,,,,,X,2,2
58358,,X,X,O,,,,,,O,0,0
58359,O,X,X,O,,,,,,X,2,8
58360,O,X,X,O,,,,,X,O,0,4
58361,O,X,X,O,O,,,,X,X,2,6
58362,O,X,X,O,O,,X,,X,O,0,7
58363,O,X,X,O,O,,X,O,X,X,2,5
58364,,,,,,,,,,X,0,7
58365,,,,,,,,X,,O,2,4
58366,,,,,O,,,X,,X,0,1
58367,,X,,,O,,,X,,O,2,3
58368,,X,,O,O,,,X,,X,0,8
58369,,X,,O,O,,,X,X,O,2,2
58370,,X,O,O,O,,,X,X,X,0,0
58371,X,X,O,O,O,,,X,X,O,2,5
58372,,,,,,,,,,X,1,8
58373,,,,,,,,,X,O,1,6
58374,,,,,,,O,,X,X,1,7
58375,,,,,,,O,X,X,O,1,2
58376,,,O,,,,O,X,X,X,1,5
58377,,,O,,,X,O,X,X,O,1,4
58378,,,O,,O,X,O,X,X,X,1,1
58379,,X,O,,O,X,O,X,X,O,1,3
58380,,X,O,O,O,X,O,X,X,X,1,0
58381,,,,,,,,,,X,2,4
58382,,,,,X,,,,,O,0,1
58383,,O,,,X,,,,,X,2,6
58384,,O,,,X,,X,,,O,0,3
58385,,O,,O,X,,X,,,X,2,2
58386,,,,,,,,,,X,2,2
58387,,,X,,,,,,,O,0,8
58388,,,X,,,,,,O,X,2,1
58389,,X,X,,,,,,O,O,0,0
58390,O,X,X,,,,,,O,X,2,7
58391,O,X,X,,,,,X,O,O,0,6
58392,O,X,X,,,,O,X,O,X,2,4
58393,,,,,,,,,,X,2,7
58394,,,,,,,,X,,O,0,0
58395,O,,,,,,,X,,X,2,8
58396,O,,,,,,,X,X,O,0,5
58397,O,,,,,O,,X,X,X,2,6
58398,,,,,,,,,,X,0,0
58399,X,,,,,,,,,O,2,7
58400,X,,,,,,,O,,X,0,4
58401,X,,,,X,,,O,,O,2,8
58402,X,,,,X,,,O,O,X,0,5
58403,X,,,,X,X,,O,O,O,2,6
58404,,,,,,,,,,X,2,4
58405,,,,,X,,,,,O,0,0
58406,O,,,,X,,,,,X,2,5
58407,O,,,,X,X,,,,O,0,7
58408,O,,,,X,X,,O,,X,2,8
58409,O,,,,X,X,,O,X,O,0,2
58410,O,,O,,X,X,,O,X,X,2,3
58411,,,,,,,,,,X,1,5
58412,,,,,,X,,,,O,1,0
58413,O,,,,,X,,,,X,1,3
58414,O,,,X,,X,,,,O,1,8
58415,O,,,X,,X,,,O,X,1,7
58416,O,,,X,,X,,X,O,O,1,4
58417,O,,,X,O,X,,X,O,X,1,1
58418,O,X,,X,O,X,,X,O,O,1,2
58419,O,X,O,X,O,X,,X,O,X,1,6
58420,,,,,,,,,,X,2,0
58421,X,,,,,,,,,O,0,5
58422,X,,,,,O,,,,X,2,3
58423,X,,,X,,O,,,,O,0,2
58424,X,,O,X,,O,,,,X,2,4
58425,X,,O,X,X,O,,,,O,0,1
58426,X,O,O,X,X,O,,,,X,2,7
58427,X,O,O,X,X,O,,X,,O,0,6
58428,X,O,O,X,X,O,O,X,,X,2,8
58429,,,,,,,,,,X,2,6
58430,,,,,,,X,,,O,0,8
58431,,,,,,,X,,O,X,2,3
58432,,,,X,,,X,,O,O,0,5
58433,,,,X,,O,X,,O,X,2,1
58434,,X,,X,,O,X,,O,O,0,7
58435,,X,,X,,O,X,O,O,X,2,2
58436,,X,X,X,,O,X,O,O,O,0,0
58437,O,X,X,X,,O,X,O,O,X,2,4
58438,,,,,,,,,,X,2,4
58439,,,,,X,,,,,O,0,7
58440,,,,,X,,,O,,X,2,1
58441,,X,,,X,,,O,,O,0,6
58442,,X,,,X,,O,O,,X,2,8
58443,,X,,,X,,O,O,X,O,0,0
58444,O,X,,,X,,O,O,X,X,2,5
58445,O,X,,,X,X,O,O,X,O,0,2
58446,O,X,O,,X,X,O,O,X,X,2,3
58447,,,,,,,,,,X,0,1
58448,,X,,,,,,,,O,2,8
58449,,X,,,,,,,O,X,0,3
58450,,X,,X,,,,,O,O,2,6
58451,,X,,X,,,O,,O,X,0,4
58452,,X,,X,X,,O,,O,O,2,2
58453,,X,O,X,X,,O,,O,X,0,0
58454,X,X,O,X,X,,O,,O,O,2,5
58455,,,,,,,,,,X,1,4
58456,,,,,X,,,,,O,1,3
58457,,,,O,X,,,,,X,1,0
58458,X,,,O,X,,,,,O,1,1
58459,X,O,,O,X,,,,,X,1,5
58460,X,O,,O,X,X,,,,O,1,6
58461,X,O,,O,X,X,O,,,X,1,2
58462,X,O,X,O,X,X,O,,,O,1,8
58463,X,O,X,O,X,X,O,,O,X,1,7
58464,,,,,,,,,,X,0,8
58465,,,,,,,,,X,O,2,3
58466,,,,O,,,,,X,X,0,0
58467,X,,,O,,,,,X,O,2,5
58468,X,,,O,,O,,,X,X,0,7
58469,X,,,O,,O,,X,X,O,2,6
58470,X,,,O,,O,O,X,X,X,0,2
58471,X,,X,O,,O,O,X,X,O,2,4
58472,,,,,,,,,,X,2,3
58473,,,,X,,,,,,O,0,0
58474,O,,,X,,,,,,X,2,6
58475,O,,,X,,,X,,,O,0,5
58476,O,,,X,,O,X,,,X,2,1
58477,O,X,,X,,O,X,,,O,0,4
58478,O,X,,X,O,O,X,,,X,2,7
58479,O,X,,X,O,O,X,X,,O,0,2
58480,O,X,O,X,O,O,X,X,,X,2,8
58481,,,,,,,,,,X,2,1
58482,,X,,,,,,,,O,0,5
58483,,X,,,,O,,,,X,2,8
58484,,X,,,,O,,,X,O,0,7
58485,,X,,,,O,,O,X,X,2,2
58486,,X,X,,,O,,O,X,O,0,4
58487,,X,X,,O,O,,O,X,X,2,0
58488,,,,,,,,,,X,0,7
58489,,,,,,,,X,,O,2,0
58490,O,,,,,,,X,,X,0,5
58491,O,,,,,X,,X,,O,2,2
58492,O,,O,,,X,,X,,X,0,8
58493,O,,O,,,X,,X,X,O,2,6
58494,O,,O,,,X,O,X,X,X,0,3
58495,O,,O,X,,X,O,X,X,O,2,1
58496,,,,,,,,,,X,1,8
58497,,,,,,,,,X,O,1,5
58498,,,,,,O,,,X,X,1,7
58499,,,,,,O,,X,X,O,1,6
58500,,,,,,O,O,X,X,X,1,2
58501,,,X,,,O,O,X,X,O,1,0
58502,O,,X,,,O,O,X,X,X,1,4
58503,O,,X,,X,O,O,X,X,O,1,1
58504,O,O,X,,X,O,O,X,X,X,1,3
58505,,,,,,,,,,X,0,8
58506,,,,,,,,,X,O,2,0
58507,O,,,,,,,,X,X,0,2
58508,O,,X,,,,,,X,O,2,3
58509,O,,X,O,,,,,X,X,0,1
58510,O,X,X,O,,,,,X,O,2,6
58511,,,,,,,,,,X,0,6
58512,,,,,,,X,,,O,2,7
58513,,,,,,,X,O,,X,0,5
58514,,,,,,X,X,O,,O,2,1
58515,,O,,,,X,X,O,,X,0,8
58516,,O,,,,X,X,O,X,O,2,2
58517,,O,O,,,X,X,O,X,X,0,0
58518,X,O,O,,,X,X,O,X,O,2,4
58519,,,,,,,,,,X,2,0
58520,X,,,,,,,,,O,0,1
58521,X,O,,,,,,,,X,2,4
58522,X,O,,,X,,,,,O,0,5
58523,X,O,,,X,O,,,,X,2,8
58524,,,,,,,,,,X,1,1
58525,,X,,,,,,,,O,1,0
58526,O,X,,,,,,,,X,1,5
58527,O,X,,,,X,,,,O,1,8
58528,O,X,,,,X,,,O,X,1,3
58529,O,X,,X,,X,,,O,O,1,4
58530,O,X,,X,O,X,,,O,X,1,2
58531,O,X,X,X,O,X,,,O,O,1,7
58532,O,X,X,X,O,X,,O,O,X,1,6
58533,,,,,,,,,,X,2,4
58534,,,,,X,,,,,O,0,3
58535,,,,O,X,,,,,X,2,7
58536,,,,O,X,,,X,,O,0,6
58537,,,,O,X,,O,X,,X,2,1
58538,,,,,,,,,,X,0,0
58539,X,,,,,,,,,O,2,1
58540,X,O,,,,,,,,X,0,4
58541,X,O,,,X,,,,,O,2,2
58542,X,O,O,,X,,,,,X,0,7
58543,X,O,O,,X,,,X,,O,2,8
58544,X,O,O,,X,,,X,O,X,0,3
58545,X,O,O,X,X,,,X,O,O,2,5
58546,,,,,,,,,,X,2,2
58547,,,X,,,,,,,O,0,5
58548,,,X,,,O,,,,X,2,3
58549,,,X,X,,O,,,,O,0,7
58550,,,X,X,,O,,O,,X,2,6
58551,,,X,X,,O,X,O,,O,0,8
58552,,,X,X,,O,X,O,O,X,2,1
58553,,X,X,X,,O,X,O,O,O,0,4
58554,,X,X,X,O,O,X,O,O,X,2,0
58555,,,,,,,,,,X,1,2
58556,,,X,,,,,,,O,1,6
58557,,,X,,,,O,,,X,1,5
58558,,,X,,,X,O,,,O,1,8
58559,,,X,,,X,O,,O,X,1,7
58560,,,X,,,X,O,X,O,O,1,1
58561,,O,X,,,X,O,X,O,X,1,0
58562,X,O,X,,,X,O,X,O,O,1,3
58563,X,O,X,O,,X,O,X,O,X,1,4
58564,,,,,,,,,,X,0,4
58565,,,,,X,,,,,O,2,6
58566,,,,,X,,O,,,X,0,1
58567,,X,,,X,,O,,,O,2,7
58568,,X,,,X,,O,O,,X,0,3
58569,,X,,X,X,,O,O,,O,2,2
58570,,X,O,X,X,,O,O,,X,0,0
58571,X,X,O,X,X,,O,O,,O,2,8
58572,,,,,,,,,,X,2,4
58573,,,,,X,,,,,O,0,1
58574,,O,,,X,,,,,X,2,0
58575,X,O,,,X,,,,,O,0,2
58576,X,O,O,,X,,,,,X,2,5
58577,X,O,O,,X,X,,,,O,0,7
58578,X,O,O,,X,X,,O,,X,2,8
58579,,,,,,,,,,X,2,6
58580,,,,,,,X,,,O,0,3
58581,,,,O,,,X,,,X,2,0
58582,X,,,O,,,X,,,O,0,5
58583,X,,,O,,O,X,,,X,2,4
58584,X,,,O,X,O,X,,,O,0,1
58585,X,O,,O,X,O,X,,,X,2,2
58586,,,,,,,,,,X,2,4
58587,,,,,X,,,,,O,0,8
58588,,,,,X,,,,O,X,2,0
58589,X,,,,X,,,,O,O,0,1
58590,X,O,,,X,,,,O,X,2,5
58591,X,O,,,X,X,,,O,O,0,3
58592,X,O,,O,X,X,,,O,X,2,6
58593,X,O,,O,X,X,X,,O,O,0,7
58594,X,O,,O,X,X,X,O,O,X,2,2
58595,,,,,,,,,,X,1,7
58596,,,,,,,,X,,O,1,8
58597,,,,,,,,X,O,X,1,2
58598,,,X,,,,,X,O,O,1,1
58599,,O,X,,,,,X,O,X,1,5
58600,,O,X,,,X,,X,O,O,1,0
58601,O,O,X,,,X,,X,O,X,1,6
58602,O,O,X,,,X,X,X,O,O,1,4
58603,O,O,X,,O,X,X,X,O,X,1,3
58604,,,,,,,,,,X,2,5
58605,,,,,,X,,,,O,0,6
58606,,,,,,X,O,,,X,2,8
58607,,,,,,X,O,,X,O,0,3
58608,,,,O,,X,O,,X,X,2,0
58609,X,,,O,,X,O,,X,O,0,2
58610,X,,O,O,,X,O,,X,X,2,7
58611,X,,O,O,,X,O,X,X,O,0,1
58612,X,O,O,O,,X,O,X,X,X,2,4
58613,,,,,,,,,,X,2,3
58614,,,,X,,,,,,O,0,2
58615,,,O,X,,,,,,X,2,5
58616,,,O,X,,X,,,,O,0,7
58617,,,O,X,,X,,O,,X,2,0
58618,X,,O,X,,X,,O,,O,0,8
58619,X,,O,X,,X,,O,O,X,2,4
58620,,,,,,,,,,X,0,4
58621,,,,,X,,,,,O,2,8
58622,,,,,X,,,,O,X,0,2
58623,,,X,,X,,,,O,O,2,5
58624,,,X,,X,O,,,O,X,0,1
58625,,X,X,,X,O,,,O,O,2,7
58626,,X,X,,X,O,,O,O,X,0,3
58627,,X,X,X,X,O,,O,O,O,2,6
58628,,,,,,,,,,X,2,6
58629,,,,,,,X,,,O,0,3
58630,,,,O,,,X,,,X,2,8
58631,,,,O,,,X,,X,O,0,2
58632,,,O,O,,,X,,X,X,2,4
58633,,,O,O,X,,X,,X,O,0,1
58634,,O,O,O,X,,X,,X,X,2,0
58635,,,,,,,,,,X,2,5
58636,,,,,,X,,,,O,0,6
58637,,,,,,X,O,,,X,2,8
58638,,,,,,X,O,,X,O,0,1
58639,,O,,,,X,O,,X,X,2,4
58640,,O,,,X,X,O,,X,O,0,2
58641,,O,O,,X,X,O,,X,X,2,7
58642,,O,O,,X,X,O,X,X,O,0,3
58643,,O,O,O,X,X,O,X,X,X,2,0
58644,,,,,,,,,,X,2,3
58645,,,,X,,,,,,O,0,1
58646,,O,,X,,,,,,X,2,8
58647,,O,,X,,,,,X,O,0,0
58648,O,O,,X,,,,,X,X,2,6
58649,O,O,,X,,,X,,X,O,0,5
58650,O,O,,X,,O,X,,X,X,2,7
58651,,,,,,,,,,X,0,4
58652,,,,,X,,,,,O,2,2
58653,,,O,,X,,,,,X,0,0
58654,X,,O,,X,,,,,O,2,5
58655,X,,O,,X,O,,,,X,0,7
58656,X,,O,,X,O,,X,,O,2,1
58657,X,O,O,,X,O,,X,,X,0,3
58658,X,O,O,X,X,O,,X,,O,2,8
58659,,,,,,,,,,X,2,5
58660,,,,,,X,,,,O,0,1
58661,,O,,,,X,,,,X,2,7
58662,,O,,,,X,,X,,O,0,2
58663,,O,O,,,X,,X,,X,2,3
58664,,O,O,X,,X,,X,,O,0,8
58665,,O,O,X,,X,,X,O,X,2,4
58666,,,,,,,,,,X,0,0
58667,X,,,,,,,,,O,2,4
58668,X,,,,O,,,,,X,0,6
58669,X,,,,O,,X,,,O,2,1
58670,X,O,,,O,,X,,,X,0,2
58671,X,O,X,,O,,X,,,O,2,7
58672,,,,,,,,,,X,1,7
58673,,,,,,,,X,,O,1,2
58674,,,O,,,,,X,,X,1,8
58675,,,O,,,,,X,X,O,1,6
58676,,,O,,,,O,X,X,X,1,3
58677,,,O,X,,,O,X,X,O,1,4
58678,,,O,X,O,,O,X,X,X,1,0
58679,X,,O,X,O,,O,X,X,O,1,1
58680,X,O,O,X,O,,O,X,X,X,1,5
58681,,,,,,,,,,X,1,1
58682,,X,,,,,,,,O,1,0
58683,O,X,,,,,,,,X,1,5
58684,O,X,,,,X,,,,O,1,4
58685,O,X,,,O,X,,,,X,1,2
58686,O,X,X,,O,X,,,,O,1,3
58687,O,X,X,O,O,X,,,,X,1,7
58688,O,X,X,O,O,X,,X,,O,1,8
58689,O,X,X,O,O,X,,X,O,X,1,6
58690,,,,,,,,,,X,2,6
58691,,,,,,,X,,,O,0,4
58692,,,,,O,,X,,,X,2,1
58693,,X,,,O,,X,,,O,0,3
58694,,X,,O,O,,X,,,X,2,7
58695,,X,,O,O,,X,X,,O,0,0
58696,O,X,,O,O,,X,X,,X,2,8
58697,,,,,,,,,,X,2,1
58698,,X,,,,,,,,O,0,6
58699,,X,,,,,O,,,X,2,2
58700,,X,X,,,,O,,,O,0,7
58701,,X,X,,,,O,O,,X,2,8
58702,,X,X,,,,O,O,X,O,0,3
58703,,X,X,O,,,O,O,X,X,2,0
58704,,,,,,,,,,X,1,1
58705,,X,,,,,,,,O,1,7
58706,,X,,,,,,O,,X,1,6
58707,,X,,,,,X,O,,O,1,3
58708,,X,,O,,,X,O,,X,1,4
58709,,X,,O,X,,X,O,,O,1,0
58710,O,X,,O,X,,X,O,,X,1,8
58711,O,X,,O,X,,X,O,X,O,1,2
58712,O,X,O,O,X,,X,O,X,X,1,5
58713,,,,,,,,,,X,2,2
58714,,,X,,,,,,,O,0,6
58715,,,X,,,,O,,,X,2,1
58716,,X,X,,,,O,,,O,0,3
58717,,X,X,O,,,O,,,X,2,5
58718,,X,X,O,,X,O,,,O,0,8
58719,,X,X,O,,X,O,,O,X,2,0
58720,,,,,,,,,,X,2,2
58721,,,X,,,,,,,O,0,1
